AGRDE_FLAG_NM,BMI_IDEX_GRAD_NM,MBER_SEXDSTN_FLAG_CD,COAW_FLAG_NM,SPORTS_STEP_NM,FLAG_ACCTO_RECOMEND_MVM_RANK_CO,RECOMEND_MVM_NM
"60대","3단계비만","M","참가증","준비운동","2","고정식 트레드밀에서 걷기"
"60대","3단계비만","M","참가증","준비운동","3","깍지 끼고 상체 숙이기"
"60대","3단계비만","M","참가증","준비운동","4","발가락 폄근 스트레칭"
"60대","3단계비만","M","참가증","준비운동","5","대퇴사두근 스트레칭"
"60대","비만전단계비만","F","1등급","마무리운동","1","고관절 스트레칭"
"60대","비만전단계비만","F","1등급","마무리운동","2","종아리 스트레칭"
"60대","비만전단계비만","F","1등급","마무리운동","3","어깨 스트레칭"
"60대","비만전단계비만","F","1등급","마무리운동","4","넙다리 안쪽 스트레칭"
"60대","비만전단계비만","F","1등급","마무리운동","5","몸통 비틀기"
"60대","비만전단계비만","F","1등급","본운동","1","실내 자전거타기"
"60대","비만전단계비만","F","1등급","본운동","2","엎드려 버티기"
"60대","비만전단계비만","F","1등급","본운동","3","앉았다 일어서기"
"60대","비만전단계비만","F","1등급","본운동","4","엎드려서 팔 다리 들기"
"60대","비만전단계비만","F","1등급","본운동","5","넙다리 뒤쪽 스트레칭"
"60대","비만전단계비만","F","1등급","준비운동","1","몸통 비틀기"
"60대","비만전단계비만","F","1등급","준비운동","2","고관절 스트레칭"
"60대","비만전단계비만","F","1등급","준비운동","3","가슴 스트레칭"
"60대","비만전단계비만","F","1등급","준비운동","4","목 스트레칭"
"60대","비만전단계비만","F","1등급","준비운동","5","의자 잡고 후방으로 한발 뻗어 들기"
"60대","비만전단계비만","F","2등급","마무리운동","1","고관절 스트레칭"
"60대","비만전단계비만","F","2등급","마무리운동","2","종아리 스트레칭"
"60대","비만전단계비만","F","2등급","마무리운동","3","어깨 스트레칭"
"60대","비만전단계비만","F","2등급","마무리운동","4","넙다리 안쪽 스트레칭"
"60대","비만전단계비만","F","2등급","마무리운동","5","몸통 비틀기"
"60대","비만전단계비만","F","2등급","본운동","1","실내 자전거타기"
"60대","비만전단계비만","F","2등급","본운동","2","엎드려 버티기"
"60대","비만전단계비만","F","2등급","본운동","3","앉았다 일어서기"
"60대","비만전단계비만","F","2등급","본운동","4","넙다리 뒤쪽 스트레칭"
"60대","비만전단계비만","F","2등급","본운동","5","엎드려서 팔 다리 들기"
"60대","비만전단계비만","F","2등급","준비운동","1","몸통 비틀기"
"60대","비만전단계비만","F","2등급","준비운동","2","고관절 스트레칭"
"60대","비만전단계비만","F","2등급","준비운동","3","가슴 스트레칭"
"60대","비만전단계비만","F","2등급","준비운동","4","목 스트레칭"
"60대","비만전단계비만","F","2등급","준비운동","5","등/어깨 뒤쪽 스트레칭"
"60대","비만전단계비만","F","3등급","마무리운동","1","고관절 스트레칭"
"60대","비만전단계비만","F","3등급","마무리운동","2","종아리 스트레칭"
"60대","비만전단계비만","F","3등급","마무리운동","3","어깨 스트레칭"
"60대","비만전단계비만","F","3등급","마무리운동","4","넙다리 안쪽 스트레칭"
"60대","비만전단계비만","F","3등급","마무리운동","5","몸통 비틀기"
"60대","비만전단계비만","F","3등급","본운동","1","실내 자전거타기"
"60대","비만전단계비만","F","3등급","본운동","2","엎드려 버티기"
"60대","비만전단계비만","F","3등급","본운동","3","앉았다 일어서기"
"60대","비만전단계비만","F","3등급","본운동","4","엎드려서 팔 다리 들기"
"60대","비만전단계비만","F","3등급","본운동","5","넙다리 뒤쪽 스트레칭"
"60대","비만전단계비만","F","3등급","준비운동","1","몸통 비틀기"
"60대","비만전단계비만","F","3등급","준비운동","2","고관절 스트레칭"
"60대","비만전단계비만","F","3등급","준비운동","3","가슴 스트레칭"
"60대","비만전단계비만","F","3등급","준비운동","4","목 스트레칭"
"60대","비만전단계비만","F","3등급","준비운동","5","등/어깨 뒤쪽 스트레칭"
"60대","비만전단계비만","F","참가증","마무리운동","1","어깨 스트레칭"
"60대","비만전단계비만","F","참가증","마무리운동","2","종아리 스트레칭"
"60대","비만전단계비만","F","참가증","마무리운동","3","고관절 스트레칭"
"60대","비만전단계비만","F","참가증","마무리운동","4","몸통 비틀기"
"60대","비만전단계비만","F","참가증","마무리운동","5","등 스트레칭"
"60대","비만전단계비만","F","참가증","본운동","1","엉덩이 스트레칭"
"60대","비만전단계비만","F","참가증","본운동","2","서서 뒤꿈치 들기"
"60대","비만전단계비만","F","참가증","본운동","3","옆구리 스트레칭"
"60대","비만전단계비만","F","참가증","본운동","4","엎드려서 팔 다리 들기"
"60대","비만전단계비만","F","참가증","본운동","5","좌우 찍기"
"60대","비만전단계비만","F","참가증","준비운동","1","몸통 비틀기"
"60대","비만전단계비만","F","참가증","준비운동","2","고관절 스트레칭"
"60대","비만전단계비만","F","참가증","준비운동","3","목 스트레칭"
"60대","비만전단계비만","F","참가증","준비운동","4","가슴 스트레칭"
"60대","비만전단계비만","F","참가증","준비운동","5","몸통 비틀기"
"60대","비만전단계비만","M","1등급","마무리운동","1","회전근개 스트레칭"
"60대","비만전단계비만","M","1등급","마무리운동","2","종아리 스트레칭"
"60대","비만전단계비만","M","1등급","마무리운동","3","고관절 스트레칭"
"60대","비만전단계비만","M","1등급","마무리운동","4","전신 루틴 스트레칭"
"60대","비만전단계비만","M","1등급","마무리운동","5","척추 스트레칭"
"60대","비만전단계비만","M","1등급","본운동","1","실내 자전거타기"
"60대","비만전단계비만","M","1등급","본운동","2","달리기"
"60대","비만전단계비만","M","1등급","본운동","3","엎드려 버티기"
"60대","비만전단계비만","M","1등급","본운동","4","넙다리 뒤쪽 스트레칭"
"60대","비만전단계비만","M","1등급","본운동","5","앉았다 일어서기"
"60대","비만전단계비만","M","1등급","준비운동","1","몸통 비틀기"
"60대","비만전단계비만","M","1등급","준비운동","2","고관절 스트레칭"
"60대","비만전단계비만","M","1등급","준비운동","3","목 스트레칭"
"60대","비만전단계비만","M","1등급","준비운동","4","가슴 스트레칭"
"60대","비만전단계비만","M","1등급","준비운동","5","엉덩이 스트레칭"
"60대","비만전단계비만","M","2등급","마무리운동","1","회전근개 스트레칭"
"60대","비만전단계비만","M","2등급","마무리운동","2","종아리 스트레칭"
"60대","비만전단계비만","M","2등급","마무리운동","3","고관절 스트레칭"
"60대","비만전단계비만","M","2등급","마무리운동","4","전신 루틴 스트레칭"
"60대","비만전단계비만","M","2등급","마무리운동","5","척추 스트레칭"
"60대","비만전단계비만","M","2등급","본운동","1","실내 자전거타기"
"60대","비만전단계비만","M","2등급","본운동","2","달리기"
"60대","비만전단계비만","M","2등급","본운동","3","넙다리 뒤쪽 스트레칭"
"60대","비만전단계비만","M","2등급","본운동","4","엎드려 버티기"
"60대","비만전단계비만","M","2등급","본운동","5","앉았다 일어서기"
"60대","비만전단계비만","M","2등급","준비운동","1","몸통 비틀기"
"60대","비만전단계비만","M","2등급","준비운동","2","고관절 스트레칭"
"60대","비만전단계비만","M","2등급","준비운동","3","목 스트레칭"
"60대","비만전단계비만","M","2등급","준비운동","4","가슴 스트레칭"
"60대","비만전단계비만","M","2등급","준비운동","5","하지 루틴 스트레칭2"
"60대","비만전단계비만","M","3등급","마무리운동","1","회전근개 스트레칭"
"60대","비만전단계비만","M","3등급","마무리운동","2","고관절 스트레칭"
"60대","비만전단계비만","M","3등급","마무리운동","3","종아리 스트레칭"
"60대","비만전단계비만","M","3등급","마무리운동","4","전신 루틴 스트레칭"
"60대","비만전단계비만","M","3등급","마무리운동","5","척추 스트레칭"
"60대","비만전단계비만","M","3등급","본운동","1","실내 자전거타기"
"60대","비만전단계비만","M","3등급","본운동","2","달리기"
"60대","비만전단계비만","M","3등급","본운동","3","넙다리 뒤쪽 스트레칭"
"60대","비만전단계비만","M","3등급","본운동","4","엎드려 버티기"
"60대","비만전단계비만","M","3등급","본운동","5","앉았다 일어서기"
"60대","비만전단계비만","M","3등급","준비운동","1","몸통 비틀기"
"60대","비만전단계비만","M","3등급","준비운동","2","고관절 스트레칭"
"60대","비만전단계비만","M","3등급","준비운동","3","목 스트레칭"
"60대","비만전단계비만","M","3등급","준비운동","4","가슴 스트레칭"
"60대","비만전단계비만","M","3등급","준비운동","5","엉덩이 스트레칭"
"60대","비만전단계비만","M","참가증","마무리운동","1","회전근개 스트레칭"
"60대","비만전단계비만","M","참가증","마무리운동","2","종아리 스트레칭"
"60대","비만전단계비만","M","참가증","마무리운동","3","앉아서 덤벨로 손목 굽히기"
"60대","비만전단계비만","M","참가증","마무리운동","4","고관절 스트레칭"
"60대","비만전단계비만","M","참가증","마무리운동","5","어깨 올리기"
"60대","비만전단계비만","M","참가증","본운동","1","엉덩이 스트레칭"
"60대","비만전단계비만","M","참가증","본운동","2","앉아서 당겨 내리기"
"60대","비만전단계비만","M","참가증","본운동","3","서서 팔꿈치 펴기"
"60대","비만전단계비만","M","참가증","본운동","4","마주 앉아 대퇴이두근 스트레칭"
"60대","비만전단계비만","M","참가증","본운동","5","서서 다리로 탄력밴드 당겨 중심 잡기 루틴 운동"
"60대","비만전단계비만","M","참가증","준비운동","1","몸통 비틀기"
"60대","비만전단계비만","M","참가증","준비운동","2","고관절 스트레칭"
"60대","비만전단계비만","M","참가증","준비운동","3","목 스트레칭"
"60대","비만전단계비만","M","참가증","준비운동","4","엉덩이 스트레칭"
"60대","비만전단계비만","M","참가증","준비운동","5","가슴 스트레칭"
"60대","저체중","F","1등급","마무리운동","1","흔들어 체조"
"60대","저체중","F","1등급","마무리운동","2","거북이 스트레칭"
"60대","저체중","F","1등급","마무리운동","3","앉아 윗몸 앞으로 굽히기"
"60대","저체중","F","1등급","마무리운동","4","후굴자세 해봐요"
"60대","저체중","F","1등급","마무리운동","5","엎드려 상체 들어올리기"
"60대","저체중","F","1등급","본운동","1","벽패스"
"60대","저체중","F","1등급","본운동","2","맨몸운동  루틴프로그램"
"60대","저체중","F","1등급","본운동","3","공 양손으로 주고 받기"
"60대","저체중","F","1등급","본운동","4","팔굽혀펴기"
"60대","저체중","F","1등급","본운동","5","밴드를 당겨요"
"60대","저체중","F","1등급","준비운동","1","거북이 스트레칭"
"60대","저체중","F","1등급","준비운동","2","팔굽혀펴기"
"60대","저체중","F","1등급","준비운동","3","흔들어 체조"
"60대","저체중","F","1등급","준비운동","4","제자리 뛰기"
"60대","저체중","F","1등급","준비운동","5","다리 벌려 앞으로 상체 숙이기"
"60대","저체중","F","2등급","마무리운동","1","흔들어 체조"
"60대","저체중","F","2등급","마무리운동","2","거북이 스트레칭"
"60대","저체중","F","2등급","마무리운동","3","앉아 윗몸 앞으로 굽히기"
"60대","저체중","F","2등급","마무리운동","4","후굴자세 해봐요"
"60대","저체중","F","2등급","마무리운동","5","엎드려 상체 들어올리기"
"60대","저체중","F","2등급","본운동","1","벽패스"
"60대","저체중","F","2등급","본운동","2","맨몸운동  루틴프로그램"
"60대","저체중","F","2등급","본운동","3","공 양손으로 주고 받기"
"60대","저체중","F","2등급","본운동","4","팔굽혀펴기"
"60대","저체중","F","2등급","본운동","5","밴드를 당겨요"
"60대","저체중","F","2등급","준비운동","1","거북이 스트레칭"
"60대","저체중","F","2등급","준비운동","2","팔굽혀펴기"
"60대","저체중","F","2등급","준비운동","3","흔들어 체조"
"60대","저체중","F","2등급","준비운동","4","제자리 뛰기"
"60대","저체중","F","2등급","준비운동","5","다리 벌려 앞으로 상체 숙이기"
"60대","저체중","F","3등급","마무리운동","1","흔들어 체조"
"60대","저체중","F","3등급","마무리운동","2","거북이 스트레칭"
"60대","저체중","F","3등급","마무리운동","3","앉아 윗몸 앞으로 굽히기"
"60대","저체중","F","3등급","마무리운동","4","후굴자세 해봐요"
"60대","저체중","F","3등급","마무리운동","5","엎드려 상체 들어올리기"
"60대","저체중","F","3등급","본운동","1","벽패스"
"60대","저체중","F","3등급","본운동","2","맨몸운동  루틴프로그램"
"60대","저체중","F","3등급","본운동","3","공 양손으로 주고 받기"
"60대","저체중","F","3등급","본운동","4","팔굽혀펴기"
"60대","저체중","F","3등급","본운동","5","밴드를 당겨요"
"60대","저체중","F","3등급","준비운동","1","거북이 스트레칭"
"60대","저체중","F","3등급","준비운동","2","팔굽혀펴기"
"60대","저체중","F","3등급","준비운동","3","흔들어 체조"
"60대","저체중","F","3등급","준비운동","4","제자리 뛰기"
"60대","저체중","F","3등급","준비운동","5","다리 벌려 앞으로 상체 숙이기"
"60대","저체중","F","참가증","마무리운동","1","흔들어 체조"
"60대","저체중","F","참가증","마무리운동","2","거북이 스트레칭"
"60대","저체중","F","참가증","마무리운동","3","후굴자세 해봐요"
"60대","저체중","F","참가증","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"60대","저체중","F","참가증","마무리운동","5","엎드려 상체 들어올리기"
"60대","저체중","F","참가증","본운동","1","벽패스"
"60대","저체중","F","참가증","본운동","2","공 양손으로 주고 받기"
"60대","저체중","F","참가증","본운동","3","팔굽혀펴기"
"60대","저체중","F","참가증","본운동","4","밴드를 당겨요"
"60대","저체중","F","참가증","본운동","5","슈퍼맨자세"
"60대","저체중","F","참가증","준비운동","1","거북이 스트레칭"
"60대","저체중","F","참가증","준비운동","2","팔굽혀펴기"
"60대","저체중","F","참가증","준비운동","3","흔들어 체조"
"60대","저체중","F","참가증","준비운동","4","제자리 뛰기"
"60대","저체중","F","참가증","준비운동","5","다리 벌려 앞으로 상체 숙이기"
"60대","저체중","M","1등급","마무리운동","1","흔들어 체조"
"60대","저체중","M","1등급","마무리운동","2","거북이 스트레칭"
"60대","저체중","M","1등급","마무리운동","3","후굴자세 해봐요"
"60대","저체중","M","1등급","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"60대","저체중","M","1등급","마무리운동","5","다리 모아 상체 숙이기"
"60대","저체중","M","1등급","본운동","1","맨몸운동  루틴프로그램"
"60대","저체중","M","1등급","본운동","2","벽패스"
"60대","저체중","M","1등급","본운동","3","조깅"
"60대","저체중","M","1등급","본운동","4","줄넘기 운동"
"60대","저체중","M","1등급","본운동","5","팔굽혀펴기"
"60대","저체중","M","1등급","준비운동","1","거북이 스트레칭"
"60대","저체중","M","1등급","준비운동","2","팔굽혀펴기"
"60대","저체중","M","1등급","준비운동","3","흔들어 체조"
"60대","저체중","M","1등급","준비운동","4","제자리 뛰기"
"60대","저체중","M","1등급","준비운동","5","다리 벌려 앞으로 상체 숙이기"
"60대","저체중","M","2등급","마무리운동","1","흔들어 체조"
"60대","저체중","M","2등급","마무리운동","2","거북이 스트레칭"
"60대","저체중","M","2등급","마무리운동","3","후굴자세 해봐요"
"60대","저체중","M","2등급","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"60대","저체중","M","2등급","마무리운동","5","다리 모아 상체 숙이기"
"60대","저체중","M","2등급","본운동","1","맨몸운동  루틴프로그램"
"60대","저체중","M","2등급","본운동","2","벽패스"
"60대","저체중","M","2등급","본운동","3","조깅"
"60대","저체중","M","2등급","본운동","4","줄넘기 운동"
"60대","저체중","M","2등급","본운동","5","팔굽혀펴기"
"60대","저체중","M","2등급","준비운동","1","거북이 스트레칭"
"60대","저체중","M","2등급","준비운동","2","팔굽혀펴기"
"60대","저체중","M","2등급","준비운동","3","흔들어 체조"
"60대","저체중","M","2등급","준비운동","4","제자리 뛰기"
"60대","저체중","M","2등급","준비운동","5","다리 벌려 앞으로 상체 숙이기"
"60대","저체중","M","3등급","마무리운동","1","흔들어 체조"
"60대","저체중","M","3등급","마무리운동","2","거북이 스트레칭"
"60대","저체중","M","3등급","마무리운동","3","후굴자세 해봐요"
"60대","저체중","M","3등급","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"60대","저체중","M","3등급","마무리운동","5","다리 모아 상체 숙이기"
"60대","저체중","M","3등급","본운동","1","맨몸운동  루틴프로그램"
"60대","저체중","M","3등급","본운동","2","벽패스"
"60대","저체중","M","3등급","본운동","3","조깅"
"60대","저체중","M","3등급","본운동","4","줄넘기 운동"
"60대","저체중","M","3등급","본운동","5","팔굽혀펴기"
"60대","저체중","M","3등급","준비운동","1","거북이 스트레칭"
"60대","저체중","M","3등급","준비운동","2","팔굽혀펴기"
"60대","저체중","M","3등급","준비운동","3","흔들어 체조"
"60대","저체중","M","3등급","준비운동","4","제자리 뛰기"
"60대","저체중","M","3등급","준비운동","5","다리 벌려 앞으로 상체 숙이기"
"60대","저체중","M","참가증","마무리운동","1","흔들어 체조"
"60대","저체중","M","참가증","마무리운동","2","거북이 스트레칭"
"60대","저체중","M","참가증","마무리운동","3","후굴자세 해봐요"
"60대","저체중","M","참가증","마무리운동","4","앉아 윗몸 앞으로 굽히기"
"60대","저체중","M","참가증","마무리운동","5","다리 모아 상체 숙이기"
"60대","저체중","M","참가증","본운동","1","벽패스"
"60대","저체중","M","참가증","본운동","2","팔굽혀펴기"
"60대","저체중","M","참가증","본운동","3","공 양손으로 주고 받기"
"60대","저체중","M","참가증","본운동","4","밴드를 당겨요"
"60대","저체중","M","참가증","본운동","5","점핑점핑해요"
"60대","저체중","M","참가증","준비운동","1","거북이 스트레칭"
"60대","저체중","M","참가증","준비운동","2","흔들어 체조"
"60대","저체중","M","참가증","준비운동","3","팔굽혀펴기"
"60대","저체중","M","참가증","준비운동","4","제자리 뛰기"
"60대","저체중","M","참가증","준비운동","5","영차영차 올라요"
"60대","정상","F","1등급","마무리운동","1","넙다리 안쪽 스트레칭"
"60대","정상","F","1등급","마무리운동","2","전신 루틴 스트레칭"
"60대","정상","F","1등급","마무리운동","3","고관절 스트레칭"
"60대","정상","F","1등급","마무리운동","4","종아리 스트레칭"
"60대","정상","F","1등급","마무리운동","5","넙다리 뒤쪽 스트레칭"
"60대","정상","F","1등급","본운동","1","실내 자전거타기"
"60대","정상","F","1등급","본운동","2","엎드려 버티기"
"60대","정상","F","1등급","본운동","3","앉았다 일어서기"
"60대","정상","F","1등급","본운동","4","넙다리 뒤쪽 스트레칭"
"60대","정상","F","1등급","본운동","5","윗몸올리기"
"60대","정상","F","1등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"60대","정상","F","1등급","준비운동","2","몸통 비틀기"
"60대","정상","F","1등급","준비운동","3","목 스트레칭"
"60대","정상","F","1등급","준비운동","4","가슴 스트레칭"
"60대","정상","F","1등급","준비운동","5","고관절 스트레칭"
"60대","정상","F","2등급","마무리운동","1","넙다리 안쪽 스트레칭"
"60대","정상","F","2등급","마무리운동","2","전신 루틴 스트레칭"
"60대","정상","F","2등급","마무리운동","3","고관절 스트레칭"
"60대","정상","F","2등급","마무리운동","4","종아리 스트레칭"
"60대","정상","F","2등급","마무리운동","5","넙다리 뒤쪽 스트레칭"
"60대","정상","F","2등급","본운동","1","실내 자전거타기"
"60대","정상","F","2등급","본운동","2","엎드려 버티기"
"60대","정상","F","2등급","본운동","3","앉았다 일어서기"
"60대","정상","F","2등급","본운동","4","넙다리 뒤쪽 스트레칭"
"60대","정상","F","2등급","본운동","5","엎드려서 팔 다리 들기"
"60대","정상","F","2등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"60대","정상","F","2등급","준비운동","2","몸통 비틀기"
"60대","정상","F","2등급","준비운동","3","목 스트레칭"
"60대","정상","F","2등급","준비운동","4","가슴 스트레칭"
"60대","정상","F","2등급","준비운동","5","고관절 스트레칭"
"60대","정상","F","3등급","마무리운동","1","넙다리 안쪽 스트레칭"
"60대","정상","F","3등급","마무리운동","2","전신 루틴 스트레칭"
"60대","정상","F","3등급","마무리운동","3","고관절 스트레칭"
"60대","정상","F","3등급","마무리운동","4","종아리 스트레칭"
"60대","정상","F","3등급","마무리운동","5","넙다리 뒤쪽 스트레칭"
"60대","정상","F","3등급","본운동","1","실내 자전거타기"
"60대","정상","F","3등급","본운동","2","엎드려 버티기"
"60대","정상","F","3등급","본운동","3","앉았다 일어서기"
"60대","정상","F","3등급","본운동","4","넙다리 뒤쪽 스트레칭"
"60대","정상","F","3등급","본운동","5","엎드려서 팔 다리 들기"
"60대","정상","F","3등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"60대","정상","F","3등급","준비운동","2","몸통 비틀기"
"60대","정상","F","3등급","준비운동","3","목 스트레칭"
"60대","정상","F","3등급","준비운동","4","가슴 스트레칭"
"60대","정상","F","3등급","준비운동","5","고관절 스트레칭"
"60대","정상","F","참가증","마무리운동","1","고관절 스트레칭"
"60대","정상","F","참가증","마무리운동","2","종아리 스트레칭"
"60대","정상","F","참가증","마무리운동","3","어깨 스트레칭"
"60대","정상","F","참가증","마무리운동","4","몸통 비틀기"
"60대","정상","F","참가증","마무리운동","5","등 스트레칭"
"60대","정상","F","참가증","본운동","1","서서 뒤꿈치 들기"
"60대","정상","F","참가증","본운동","2","짐볼에서 윗몸 일으키기"
"60대","정상","F","참가증","본운동","3","좌우 찍기"
"60대","정상","F","참가증","본운동","4","엎드려서 팔 다리 들기"
"60대","정상","F","참가증","본운동","5","엉덩이 스트레칭"
"60대","정상","F","참가증","준비운동","1","몸통 비틀기"
"60대","정상","F","참가증","준비운동","2","목 스트레칭"
"60대","정상","F","참가증","준비운동","3","가슴 스트레칭"
"60대","정상","F","참가증","준비운동","4","마주 앉아 대퇴이두근 스트레칭"
"60대","정상","F","참가증","준비운동","5","고관절 스트레칭"
"60대","정상","M","1등급","마무리운동","1","전신 루틴 스트레칭"
"60대","정상","M","1등급","마무리운동","2","넙다리 안쪽 스트레칭"
"60대","정상","M","1등급","마무리운동","3","고관절 스트레칭"
"60대","정상","M","1등급","마무리운동","4","종아리 스트레칭"
"60대","정상","M","1등급","마무리운동","5","회전근개 스트레칭"
"60대","정상","M","1등급","본운동","1","실내 자전거타기"
"60대","정상","M","1등급","본운동","2","윗몸올리기"
"60대","정상","M","1등급","본운동","3","달리기"
"60대","정상","M","1등급","본운동","4","엎드려 버티기"
"60대","정상","M","1등급","본운동","5","앉았다 일어서기"
"60대","정상","M","1등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"60대","정상","M","1등급","준비운동","2","고관절 스트레칭"
"60대","정상","M","1등급","준비운동","3","몸통 비틀기"
"60대","정상","M","1등급","준비운동","4","하지 루틴 스트레칭2"
"60대","정상","M","1등급","준비운동","5","전신 루틴 스트레칭"
"60대","정상","M","2등급","마무리운동","1","전신 루틴 스트레칭"
"60대","정상","M","2등급","마무리운동","2","넙다리 안쪽 스트레칭"
"60대","정상","M","2등급","마무리운동","3","고관절 스트레칭"
"60대","정상","M","2등급","마무리운동","4","종아리 스트레칭"
"60대","정상","M","2등급","마무리운동","5","회전근개 스트레칭"
"60대","정상","M","2등급","본운동","1","실내 자전거타기"
"60대","정상","M","2등급","본운동","2","윗몸올리기"
"60대","정상","M","2등급","본운동","3","달리기"
"60대","정상","M","2등급","본운동","4","엎드려 버티기"
"60대","정상","M","2등급","본운동","5","넙다리 뒤쪽 스트레칭"
"60대","정상","M","2등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"60대","정상","M","2등급","준비운동","2","고관절 스트레칭"
"60대","정상","M","2등급","준비운동","3","하지 루틴 스트레칭2"
"60대","정상","M","2등급","준비운동","4","몸통 비틀기"
"60대","정상","M","2등급","준비운동","5","전신 루틴 스트레칭"
"60대","정상","M","3등급","마무리운동","1","전신 루틴 스트레칭"
"60대","정상","M","3등급","마무리운동","2","넙다리 안쪽 스트레칭"
"60대","정상","M","3등급","마무리운동","3","고관절 스트레칭"
"60대","정상","M","3등급","마무리운동","4","앉아서 덤벨로 손목 굽히기"
"60대","정상","M","3등급","마무리운동","5","종아리 스트레칭"
"60대","정상","M","3등급","본운동","1","실내 자전거타기"
"60대","정상","M","3등급","본운동","2","윗몸올리기"
"60대","정상","M","3등급","본운동","3","달리기"
"60대","정상","M","3등급","본운동","4","엎드려 버티기"
"60대","정상","M","3등급","본운동","5","앉았다 일어서기"
"60대","정상","M","3등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"60대","정상","M","3등급","준비운동","2","고관절 스트레칭"
"60대","정상","M","3등급","준비운동","3","하지 루틴 스트레칭2"
"60대","정상","M","3등급","준비운동","4","몸통 비틀기"
"60대","정상","M","3등급","준비운동","5","전신 루틴 스트레칭"
"60대","정상","M","참가증","마무리운동","1","앉아서 덤벨로 손목 굽히기"
"60대","정상","M","참가증","마무리운동","2","회전근개 스트레칭"
"60대","정상","M","참가증","마무리운동","3","엎드려 양팔 및 다리 들어올리기"
"60대","정상","M","참가증","마무리운동","4","종아리 스트레칭"
"60대","정상","M","참가증","마무리운동","5","고관절 스트레칭"
"60대","정상","M","참가증","본운동","1","앉아서 당겨 내리기"
"60대","정상","M","참가증","본운동","2","엉덩이 스트레칭"
"60대","정상","M","참가증","본운동","3","서서 팔꿈치 펴기"
"60대","정상","M","참가증","본운동","4","앉아서 다리 펴기"
"60대","정상","M","참가증","본운동","5","넙다리 뒤쪽 스트레칭"
"60대","정상","M","참가증","준비운동","1","고관절 스트레칭"
"60대","정상","M","참가증","준비운동","2","목 스트레칭"
"60대","정상","M","참가증","준비운동","3","몸통 비틀기"
"60대","정상","M","참가증","준비운동","4","엉덩이 스트레칭"
"60대","정상","M","참가증","준비운동","5","가슴 스트레칭"
"70대 이상","1단계비만","F","1등급","마무리운동","1","누워서 전신 뻗기"
"70대 이상","1단계비만","F","1등급","마무리운동","2","엉덩이 스트레칭"
"70대 이상","1단계비만","F","1등급","마무리운동","3","고관절 스트레칭"
"70대 이상","1단계비만","F","1등급","마무리운동","4","가슴 스트레칭"
"70대 이상","1단계비만","F","1등급","마무리운동","5","넙다리 안쪽 스트레칭"
"70대 이상","1단계비만","F","1등급","본운동","1","몸통 들어올리기"
"70대 이상","1단계비만","F","1등급","본운동","2","벽에서 팔굽혀 펴기"
"70대 이상","1단계비만","F","1등급","본운동","3","물통으로 양팔 들어올리기"
"70대 이상","1단계비만","F","1등급","본운동","4","엎드려 양팔 및 다리 들어올리기"
"70대 이상","1단계비만","F","1등급","본운동","5","고정식 트레드밀에서 걷기"
"70대 이상","1단계비만","F","1등급","준비운동","1","엉덩이 스트레칭"
"70대 이상","1단계비만","F","1등급","준비운동","2","등/어깨 뒤쪽 스트레칭"
"70대 이상","1단계비만","F","1등급","준비운동","3","몸통 비틀기"
"70대 이상","1단계비만","F","1등급","준비운동","4","어깨 스트레칭"
"70대 이상","1단계비만","F","1등급","준비운동","5","넙다리 안쪽 스트레칭"
"70대 이상","1단계비만","F","2등급","마무리운동","1","누워서 전신 뻗기"
"70대 이상","1단계비만","F","2등급","마무리운동","2","엉덩이 스트레칭"
"70대 이상","1단계비만","F","2등급","마무리운동","3","고관절 스트레칭"
"70대 이상","1단계비만","F","2등급","마무리운동","4","가슴 스트레칭"
"70대 이상","1단계비만","F","2등급","마무리운동","5","넙다리 안쪽 스트레칭"
"70대 이상","1단계비만","F","2등급","본운동","1","몸통 들어올리기"
"70대 이상","1단계비만","F","2등급","본운동","2","벽에서 팔굽혀 펴기"
"70대 이상","1단계비만","F","2등급","본운동","3","물통으로 양팔 들어올리기"
"70대 이상","1단계비만","F","2등급","본운동","4","엎드려 양팔 및 다리 들어올리기"
"70대 이상","1단계비만","F","2등급","본운동","5","고정식 트레드밀에서 걷기"
"70대 이상","1단계비만","F","2등급","준비운동","1","엉덩이 스트레칭"
"70대 이상","1단계비만","F","2등급","준비운동","2","등/어깨 뒤쪽 스트레칭"
"70대 이상","1단계비만","F","2등급","준비운동","3","몸통 비틀기"
"70대 이상","1단계비만","F","2등급","준비운동","4","어깨 스트레칭"
"70대 이상","1단계비만","F","2등급","준비운동","5","넙다리 안쪽 스트레칭"
"70대 이상","1단계비만","F","3등급","마무리운동","1","누워서 전신 뻗기"
"70대 이상","1단계비만","F","3등급","마무리운동","2","엉덩이 스트레칭"
"70대 이상","1단계비만","F","3등급","마무리운동","3","고관절 스트레칭"
